,File Input,Label,Predictions,ProbPosNormal,ProbNegNormal,PredictionsStopRemoved
41,set harlem during great depression rival gangster families go war over control numbers illegal gambling lottery runners take bets potential lottery winners deliver them private locations drawings undisputed leader harlem numbers madame queen tyson challenged dutch tim roth ruthless hoodlum turning against queen dutch defies partner infamous lucky luciano andy garcia wishes respect queen keep peace queens army strengthens acquaintance bumpy johnson lawrence fishburne released prison becomes bodyguard proves himself worthy short time thwarts assassination attempt himself queen later takes control queens army she jailed tax evasion reign restrained subdued queen declares war dutch bloody gang warfare ensues bumpy faces many obstacles during reign new army questions methods girlfriend vanessa l williams queen disagree violent solutions most importantly eyes dutch become formidable foe than imagined seeks help lucky luciano assassinate him there been many movies dealing organized crime must hard write original story dealing original fact angered how many similarities there between arguably best gangster time godfather if going borrow ideas another give credit why borrow lesser known say millers crossing how could credited screenwriter chris brancato give credit mario puzo himself here major similarities stopped counting 10 crooked cop assaults blood relative leader gang extracts revenge crooked cop wife girlfriend questions partners murderous activities leaves him high ranking officer betrays leader blood relative leader murdered war erupting between families highranking officer disapproves leader front other family members new leader runs family differently previous leader large meeting families involved setup done rather well enjoyed portrayal network runners through streets collecting bets queens lottery way life harlem most people involved queen did because only way support families put food table number running only way harlem population find work also enjoyed interaction between angry violent dutch calm patient lucky after minute mark similarities godfather start appearing after other short order huge distraction insult my intelligence screenwriter kidding here individual performances were well done andy garcia very convincing lucky unfortunately screen time reduced supporting role tim roth effectively plays cocky villain much roles cook thief wife lover rob roy good performances convincing setup during first third do make lackluster story follows couple coincidences thing over dozen insult directed bill duke bumpy johnson lawrence fishburne dutch tim roth lucky luciano andy garcia queen tyson francine hughes vanessa l williams illinois gordon chi mcbride written randy turgeon january 22 1998,0,1,-4748.284752626816,-4771.082956196629,1
42,first glance thought sword had promise plotline goes evil king cromwell take over world resurrects evil ancient power attacks kingdom kills young prince talons parents given sword can shoot bad guys gun dying father vows revenge eleven years later hes established own army vows take back kingdom along way meets whose village attacked drunken guards brother kidnapped cromwell vows help after series minor escapades eventually ends rescuing brother several other prisoners only captured himself other words put cross crucified fortunately frees himself rescues marrying cromwell defeats then cromwell triple sword during final battle blade breaks finishes cromwell off using hidden blade then everything ends happily unfortunately sword sorcerer even half good sounds would been great completely destroyed uneven plot jumping bad acting gruesomely gory bloody scenes never once does story seem connect together jumps around repeatedly problem extremely noticeable opening scene where cromwell resurrects after telling him needs help leads warlock into daylight then stabs him sends him careening off cliff afterwards wait minute didnt plotline say needs help order invade cannot do military force if case why does dispose after resurrecting him why does manage take over anyway these questions never no never answered another example moment we see fighting life another moment we see him crucified during wedding cromwell finally end instead settling down tells wait then rides off addition extremely bloody scenes uneven plot jumping completely destroys would been great fantasy adventure even attempts make exciting few fire scenes battle scenes dont work completely fails altogether miserably only good thing musical score contributed david whittaker had extremely short music composing career score adventurous powerful billion times better than my suggestion steer hell away bloody mess buy soundtrack album instead if can find ironically though before films credits roll there message indicating sequel tales ancient empire would follow my relief delight never got into production because sword sorcerer laid egg box office grossing only 39 million critics were right slamming sword sorcerer right leonard maltin rightfully called second rate scripting acting reviews called confusing stupid unimaginative unengaging bore totally agree these reviews right hope piece will forgotten there far better fantasy movies than sword sorcerer hope get good laugh review am laughing fact my insults dont even come close gruesome sickness gave me throughout 100 minute running time,0,0,-4457.306578526403,-4450.795351927541,0
43,stinks although professionally crafted there decent performances plot bad drags into abyss knew trouble during opening establishment shots we see detailed closeup warrant officer paul brenners john travolta military identification card wrong color might seem minor detail anyone spent anytime military knows active duty identification cards green cards yellow senior military officer whose uniform shirt wrinkled looks recruit first day training brenner tells suspect because military doesnt right answer questions even though these rights were central military law well before miranda decision how hard get someone familiar military check these facts now details could overlooked if underlying story held story full holes painful sit through example beginning paul brenner undercover army investigator gets into gun knife battle houseboat killing arms dealer had been investigating local police investigating death openly hostile military discover brenner been lying them killing instead arresting him least take him into custody further questioning release him duh ultimately brenner gets assigned investigate murder possible rape commanding generals daughter young captain also assigned post brenner finds graphic sex tapes featuring generals daughter does use them generate suspect list begin grilling suspects no instinct suppress them because might potentially embarrassing eventually brenner discovers murder related violent gang rape west point eight years earlier wont even go into totally unbelievable rationale armys suppression horrendous crime will mention final flaw brenner investigating crime occurred georgia rape occurred west point new york under very tight totally implausible deadline solve case needs discuss rape psychiatrist west point does phone doctor no travels via unexplained very fast transport new york question psychiatrist person then returns georgia again miracle transport without once worrying impact any will deadline been warned stay away,0,0,-3484.8354043995296,-3437.4234772883988,0
44,scary these first words came mind after over called vampires scary arent words should associated wasnt my only gripe john carpenter name associated cuttingedge cinema intense scares halloween thing prince darkness offbeat action live escape new york unfortunately only thing cutting edge vampires level boredom able reach anemic plot special effects john carpenters vampires barely enough substance thirst even least discerning genre fan first concerned group roaming vampire slayers led james woods people sort holy even own soupedup van bunch invade wipe nest vampires new mexico shack method amusingly innovative bloodsuckers reeled can flare sun victory loutish band decorates motel room hookers parties night away celebration shortlived however master vampire named valek singlehandedly destroys most team woods jack crow buddy montoya daniel baldwin escape lives along woman named katrina sheryl lee although woman been bitten montoya crow decide keep katrina psychic link master vampire rest concerned boys hunt valek thomas ian griffith freaky marilyn whos mission dates back 600 years along way pick priest named tim guinee character serves pretty much same purpose jittery saving private ryan stuff happens middle cant remember most because often found twitching hair corner frame interesting than happening screen vampires finally starts pick 90 minutes into mix crow montoya assault abandoned vampire nest only then does begin even resemble carpenter flick too little too late we get inevitable final confrontation seems tacked rather anticlimactic come were dealing master vampire here interestingly last summers vampire actioner blade derived comic book vampires novel yet latter seems steeped campy cheesiness than former deliberate superhero flick woods jack crow spouts glib offthecuff oneliners strolls away exploding buildings stride motive killing vampires take wild guess hint killed least blade had decent action slick vampires lacks even cheap thrills mask plot make resorts other shocks such generally condescending attitude towards women crow slaps them around fun overplayed contempt religion crow teases incessantly whether vow celibacy made him prone getting can argued maybe wanted too much if scary gory wanted tense relentless exhausting john carpenters vampires none these can only recommended hardcore carpenter fan rest looking good scare beware vampires no teeth,0,0,-4437.627911602097,-4428.255874409473,0
45,perhaps best remembered recently departed news anchor saturday night live always started segment fake news norm macdonald times could elicit laughter phrases raspy voice coated condescending attitude shtick marked example girlfriend says shes kicking him because hes been fired 14 different jobs over last 3 months tries calm situation saying maybe youll feel better after we dirty sex kind humor can only go far certainly cant go distance fulllength feature dirty work nothing than sophomoric comedy two best friends grow only physically emotionally theyve never outgrown years somewhat amusingly explored beginning flashback although having no apparent real world skills thing these two always been adept getting back people if meter maid unjust giving ticket then dump bunch corn onto engine block watch car burst apart mitch norm macdonald sam artie lange need come 50 000 period two weeks sams dad jack warden can heart operation idea start revengeforhire business where theyll do your dirty work funniest scene possibly only funny scene take advantage live television shoot nearby used car lot presence established real estate developer hires them then payment two go work exact sordid brand revenge default dirty work should treat us outrageous revenge plots delivers jerky boys level material except bit used car lot possibly another episode involves frat brothers dirty work uninspired becomes funny prank phone call already weak material further spirals itself towards video store having jack warden constantly blurt unsatisfied libido needs broads also includes very unfunny chevy chase bumbling doctor gambling addiction whats really painfully evident norm macdonald no actor relying trademark speaking into personal recorder saying note self note self learn fight says after getting beat note self theres always beer says after hitting rock bottom etc we feel were watching rehash days saturday night live much television show 90 minutes we get two funny bits rest story dead space,0,0,-3621.0366566880402,-3572.0874037524013,0
46,summer movies nature dumb affairs usually made quick enjoyment make money wild wild west latest will smith affair follows much same formula except dumber less enjoying than most summer movies will smith plays jim west black sheriff nice line sunglasses called president grant kline go mission find why top government scientists disappearing west paired scientist artemus gordon kline again two track missing scientists legless mastermind named dr loveless branagh zany moustache before pile many negatives sorry affair ill give chance theres nice credit sequence production design bo welch pleasing eye special effects decent enough theres also pleasant soundtrack buried deep dross two amusing jokes salma hayek pops female interest always nice see apart these factors though nothing else wild wild west works firstly theres little chemistry between smith kline appears purely money would expect zingers passing between two none arise both them plod through below standard plot knowing there pay waiting end even kenneth branagh provides much entertainment although over top material doesnt present much opportunity branagh truly crazy therefore comes across loud obnoxious only enjoyable performance comes sexy salma hayek given little screen time embarrassing she appears merely show off body ogled kline smith character also changes whim fit mechanics script there no sense realism character humour also very off will smith put little spin daft lines men black here even smith could save humour display script largely boils down insults arent very funny oneliners barely raise smirk also somewhat racist although doesnt intend scene jim west trying wisecrack way lynching actually says slavery good save himself funny scene whole thing comes off rather uncomfortably also makes tragic mistake man case kline dress automatically unfunny isnt wild wild west makes joke even painful watch through pure theres also problems plot jim west artemus gordon get caught kinds sticky situations way get them always unsatisfying rely purely luck rather than audience pleasing skill plot elements introduced into then thrown away quickly main piece story 80 foot mechanical steam driven spider devised loveless looks rather impressive theres no particular reason why should built why loveless build great big tank instead fragile piece machinery thats begging blown director barry sonnenfeld always breezy look them nice camera tricks even missing stilted affair wild wild west could benefited sonnenfelds whacked style directing much evident making drag even sad thing four credited screenwriters talented director willing star cant make work eventually wild wild west collapses under sexist mildly racist unfunny weight,0,0,-4788.028324832128,-4720.243216252633,0
47,were thinking nostalgia seventies bad enough do we really need eighties robbie hart adam sandler used want rock roll star 1985 hes singing weddings having good time romantic heart loves weddings get married highschool she leaves him waiting altar tune changes love stinks meets waitress julia drew barrymore engaged salesman know going get together fact know everything going happen during sandler somewhat adequate leading man role there no spark barrymore doesnt seem able convey anything other than pretty face nothing behind beauty no attitude both characters there bit parts steve buscemi jon lovitz steal show eighties shoved our face references madonna dallas ivana donald burt loni miami vice get old fast filmmakers must realized there wasnt much entertainment story thought could dazzle audience humorous period allusions theyre funny doesnt work change fronts nostalgia appears great appeal dont think we could than 14 years before we yearn past maybe we can look forward next year waxing el nino michael redman written column over 23 years knows nostalgia used,0,0,-2017.6249333772623,-2014.7305137106114,0
48,thought joblo getting little soft around corners rating anything lower than your standard sucks along comes cinematic atrocity hes forced take secret weapon spray stench thick even bravest moviegoer would think twice seeing waste time yes despite being third sequel successful original latest highlander doesnt seem anything going oh stinky let me count thee ways plot understood really bad highlander dude comes present looking whack nice highlander dudes order gain power become immortal something along those lines critique complete utter mess disjointed incoherent boring corny filled bad dialogue thats first thirty minutes doesnt seem know do itself confusing anyone doesnt know series include myself group apparently idiotic those do know series include diehard highlander fan arrow group doesnt explain anything itself goes inexplicable situation another moment theyre present time next moment theyre italy 1600s why knows talking no idea flashbacks mixed present mixed few spontaneously cheesy fight sequences every now again even remember seeing flashback scene went even further into own flashback scene hullo confused yet basically stopped giving crap anyone realized neither writer director interested presenting me any kind semblance story random swordplay mad dudes showing motorcycles 1800s were present time knows honest seriously cares series should been shot head put own misery long time ago sadly someone studio decided still had little life left please please love god holy world moviemaking mostly respect those loved original put series bed end even christopher lambert knew enough play second fiddle adrian paul director also tries do best can muddled material could come plenty slomo action fastmotion fight scenes lots smoke everywhere there anything spectacular swordplay fight scenes nope think we could done without those zooming lambert face closeups yipes man aging gracefully oh boy havent even gotten around greatest piece overacting ive seen years man plays bruce payne should get ham trophy literally chewing every piece scenery gets near overacting hobby guy living hes also very funny purposely though stinks nuff said,0,0,-4021.174780162393,-3941.825539544999,0
49,bats insulting slap across face any dedicated horror fan pull something off need sense wit style heavy dosage humor back process if fright factor ever declines something underground worm thriller tremors had perfect mixture these elements return tremendous fun notable exception wisecracking supporting player bats mainly plays premise straightarrow horror judging ridiculous premise exactly wise move attempts capture essence alfred hitchcocks birds fails miserably done right could been adequately amusing halloween cinema unfortunately bats prime example formula done terribly terribly wrong only thing amusing festering pile how intelligible filmmakers anticipate core audience will recite following paragraph manner will reach audience individuals whom bats aimed toward those guys hollywood made bats these bats very nice because eat lot people boy these bats ugly infected bogus virus makes them smart theyve got big claws red eyes very friendly whole bunch people texas get killed sheriff guy scientist lady brought kill bats big guns other cool things fight them bats pretty smart sorta hard do bats swoop down shoot them make go away good no bats probably too violent preschoolers directed louis morneau should straight into video stores small screen perhaps fun could been derived lower expectations sitting through crapper big screen almost awkward although few moments becomes guilty pleasure poorly written poorly acted executed glaring ineptitude even bats themselves cheesy attack sequences too rushed jittery properly enjoyed sheriff story lou diamond phillips embodies every pathetic stereotype smalltown authority figure usually portrays cigar struts contentedly boots etc scientist dr sheila casper dina meyer specializes flying mammals classified best field meyer uses lot technical terms designed make seem intellectually capable everything dr casper recycled beyond recognition memories how she became hooked topic bats sounds suspiciously student matt tale how became infatuated sharks jaws everything revolving around bats tired drivel desperately requires directorial style acting capabilities supporting cast could been constructed straw voices dubbed later fact may worked better end take glance sidekick jimmy leon youll immediate deja vu hes exact same humorous buddy caricature every other constructed specifically timed comic relief unfortunately none comic interludes funny role deranged mad scientist dr mccabe reliable bob gunton gets cornered most hideously idiotic character bunch mccabe accidentally released two experimental test subjects virus spread other bats entire town texas under attack enormous swarm creatures gunton appears inconspicuously contemplating something else something damn going over want my money bats ugly must say theres occasional moment where look moderately convincing mainly swarm represented cheesy digital imagery only bits bloody action even hint campy fun could been absurdly stupid climax way too late game decent recovery characters experiment slaughtering bats gunfire lets explore logic there really very efficient way decrease bat population could empty entire clip flying winged even wound after there only 18 000 them kind behavior represents regular level intelligence behind bats,0,0,-5746.798204763136,-5640.277928399338,0
50,most interesting part cant hardly wait happens only most human many us part many us can easily relate character denise lauren ambrose films sole sarcastic member everything goes point sits down couch looks totally bored wisely holds over moment nicely showing alienation midst large high school party almost too nicely members audience read me basically mirror whats going them watching we sit there wondering why weve even bothered see long high school party we probably never felt desire go first place would actually highly recommend if satirized after filled bunch pathetic stereotypes much went high school everyones here jock homecoming queen nerd trekkies xphiles alienated wannabe writer school spirit girl pothead s etc etc etc weirdly enough shows them superficial lame basically bunch losers except denise rolls eyes everything easily becomes most likable character even before she speaks yearbook entry something done each main character quotes oscar wilde definite pointers there unfortunately writers directors take several major way making into admirable even likable said portrays most characters superficial totally ignorant everything however instead sticking perhaps even going bit further let lie actually make these characters into our heroes we follow several them bunch moronic stereotypes only humanity realism tries tell boring overly melodramatic tales them if we actually cared andor identified them if we did we certainly dont want revisit state being heres quick lowdown graduation we follow bunch seniors last night otherwise known american lesser extent dazed confused cliche formal followed them drove aimlessly latter did little bit featured big outdoor party cant hardly wait opts big party little bit aimless driving albeit brand we follow many people around mostly we trail preston ethan embry thing do alienated writer whos been pining over queen amanda totally overrated jennifer love hewitt entirety high school because thinks shared moment freshman year over freaking pop tart now shes broken football player boyfriend mike peter facinelli decides go party note hes written declaring love hopes hell build guts give even though hes leaving intensive writing program hosted none other than kurt vonnegut okay ingenius vonnegut icky since plot incredibly lame track record goes wouldnt able carry commercial let alone feature because party there main characters such william charlie korsmo finally surfacing after dick tracy nerd come ridiculous plan sabotage mike whos humiliated him years gets too caught drinking do kenny seth green decided party will where will finally get laid uh huh denise only exceptional character unfortunately gets stuck bathroom dont ask kenny where two characters let down characters allowed follow laws plot cliches point point b nary bit characterization involved after awhile ugh main comparison getting another actually american dazed confused two films embraced ultimately made humans many high schoolers mention were extremely entertaining john hughes films 80s most notably sixteen candles big difference two managed only embrace even satirize main characters did equally entertaining fashion forgets satirize characters ultimately tells story bunch uninteresting stereotypes then says okay we cant take seriously nor can we take fun really good will tell things did liked direction except couple features jump cuts oxymoron other generally though elfont kaplan do graceful camera movement even manage capture altmanesque feel time time thing note though too hokey really admirable actually did seth green once decade played very young woody allen radio days character almost believable almost course lauren ambrose wonderful denise character we could used even though would changed entirety however character denise really doesnt work really thought shes far too witty realized least first half belong whenever she appears she automatically gives everything delightfully satirical tone shes intellectual shes very interesting character provides entertainment even if further damages other already damaged characters she may ruin least shes screen we can sit think ourselves well least well entertained couple other things dont work mikes character suffers epiphany throughout end acts though forgotten everything too much sacrificial lamb general aimless bitchy driving preston try get over inability shack amanda give me break perhaps thing doesnt work jenna uncredited cameo angel didnt work nice try basically worst thing real reason im giving such low rating because refuses give us any fully realized characters then insists we follow around complete stereotypes other movies doing things inane unlike anything wed do we dont feel these characters because most us we arent stereotypes going through motions worn subplots acid test high school movies does capture feel portraying answer no nice try though,0,0,-8746.019109006347,-8688.041117535375,0
51,may called mercury rising title doesnt describe trajectory taken motion picture routine thriller combines government coverups cloying buddy story hook supposed make mercury rising unique young protagonist autistic however aside giving actor miko hughes chance win raves performance particular aspect comes across nothing than convenient plot device those expecting see even exploration condition will disappointed mercury rising treats autism same degree efficiency many action thrillers alcoholism script mercury rising exceptionally tiresome hard dont know whether problem original book simple simon screenplay adaptation easily exceeds intangible threshold beyond suspension disbelief no longer possible once again certain standby plot elements highlevel government conspiracy maverick law enforcement agent recycled good effect while bruce willis can play action hero well anyone hollywood particular outing leaves him marooned situations characterized too little tension too much nonsense story begins formulaic sequence tough fbi agent heart gold art jeffries bruce willis confronted own failure unable resolve hostage crisis time forced observe two teenagers shot death event weighs heavily conscience establishes motivation protecting old simon lynch miko hughes discovers autistic child hiding closet after parents been gunned down evil hit man looks exfootball player soon art simon run seemingly everyone fleeing lives bonding same time evil hit man looks exfootball player always step behind them along way helped best friend defies orders help buddy chi mcbride supporting female may may become love interest kim dickens why simon danger why were parents turned into swiss cheese evil hit man looks exfootball player apparently government spent millions dollars developing ultrasecret code called mercury make sure cant cracked do most thing possible place sample nerds puzzle magazine course no can solve no except autistic simon calls phone number listed solution gets nsa result coldhearted sneering government man alec baldwin decides simon eliminated good country course hasnt counted tough fbi agent heart gold even though everyone audience hard get worked routine thriller doesnt do anything exceptionally well does quite few things rather poorly those desperate find elements mercury rising manages manufacture tension timetotime even most exciting scenes such where art simon down avoiding passing trains arent pulsepounding climactic struggle real hohum affair leads finale painful obviousness overall director harold becker constantly struggling failing generate even moment isnt derivative obligatory bruce willis star seems fading fourth straight lackluster outing following last man standing fifth element jackal willis isnt terrible kind role can sleepwalk through often does alec baldwin combining elements characters glengarry glenn ross malice does scenery chewing performance surprisingly lacking menace films real star young miko hughes heather son wes cravens new nightmare does good job dustin hoffman playing autistic individual 50 years younger mercury rising joins likes hard rain replacement killers u s marshals heap pallid 1998 thrillers those action adventure theater been good year hopefully advent summer will change until then best choices bruce willis any other action hero video if youre determined see mercury rising check morning sky early may,0,0,-5832.161426997812,-5778.868810847377,0
52,alcohol drugs bad alcohol drugs good got though youve seen enough brave young women dealing personal problems screen insanity alcoholism hollywood releases yet another those deep emotional stories finding yourself 28 days practically visualization usual meaningful true stories people proudly retelling sandra bullock young woman drowned problems alcohol life big party no beginning no end behavior course estranged only sister life itself existence filled endless parties comic episodes such she got drunk boyfriend jasper dominic west borrowed sisters elizabeth perkins wedding limo crashed into someones house time she had pay 28 day stay rehab here she must realize only thing can save redemption willpower commitment most important she must realize place direction life understand life big party itself feels rehab program whining moaning things been said written million times classic cautionary tale echo big fat expensive clich shadow last years girl interrupted likewise followed footsteps great masterpieces cuckoos nest trainspotting director betty thomas stuffed many failures errors impossible sum them review paranoid reason she decided make jokes funny characters almost deliberately really important complex issues alienation despair terror confusion loneliness awesome power strength character actually takes overcome become clean isnt filmmakers wanted show first place even transition process itself seems walk park betty thomas idea hell cozy homey place where happy alcoholics cheerful drug addicts allowed smoke drink watch tv after 11 simply too light simplified unnecessary sweet taken seriously worst thing actually thinks saying something significance actually tries educate audience extremely predictable primitive story need do say no says dr cornell steve buscemi if revelation century thats how simple fact would rather watch lost space once again than return 28 days acting acceptable hardly anything else sandra bullock opportunity demonstrate she capable than speed she handles part surprising professionalism ease certainly saves being complete flop dominic west shines source devilish temptations elizabeth perkins steve buscemis great talents wasted shallow characters although intellectually girl interrupted greater achievement 28 days superior visual aspect there nice flash back sequences occasionally impressive pacing overall technical aspect ground floor most important thing weve seen before lot better clean sober only laugh man loves woman leaving las vegas many other stronger films were made same issues whats point other words 28 days doesnt contribute moviemaking business any level if youre caught snowstorm bolts lightning fall sky youre standing front theatre might well go watch 28 days under other circumstances stay away because equals 8 103 minutes lost,0,0,-4921.690909860652,-4905.601150982901,0
53,capsule combine quart raiders lost ark dash jackie chan sans jackie two gun swordplay dollop cgi simmer 100 minutes yields zilch phantom depressing tired retread many earlier better movies after mark started them loud hard make good actionadventure doesnt simply recycle predecessors ive seen movies even least did recycling gracefully phantom allegedly based longrunning comic same name doesnt even bother graceful stupid incompetent too many ways list ill try opens prelude sequence looks slashed ribbons editing then given heavy voiceover compensate whatever got thrown we go there jungle sequence swear god recycles scene raiders lost ark notefornote possibly even shotforshot right down moment where indy open door drivers into brush then goes rip off scene sorcerer well sorcerer may well remember remake french wages fear bunch lowlifes were paid piles money drive truck loaded nitro through horrible jungle terrain both versions were far interesting than flick ive got my job do back salt mines we go anyway cinematic theft doesnt stop there least lack inspiration there isnt single thing here we havent seen given us way remotely evokes our interest we wheres my list bad girl tough good girl secret cave hideaway seems inspired dr no than anything else boardroom meeting drips greed magical artifacts terrible power caryhiroyuki tagawa wasted another stupid role where gets wear fu manchu mustache sneer lot generally humiliate himself else there plot waste time sets alternate between big hokey tiny still hokey there lines script begging im sure once mike get cash theyll stick only thing worth noting billy zane hes good actor tries very hard even script sending him down dead alley scene after another can say pray isnt beginning end him although sure looks final nail coffin comicbook superhero,0,0,-3491.7819902802144,-3441.518752498842,0
54,new entry revisionist history genre filmmaking dick suggests two teenage girls cause uncovering nations biggest presidential scandal kirsten dunst michelle williams star betsy arlene while trying deliver fan letter watergate hotel room accidentally stumble across g gordon played deadon harry shearer infamous breakin recognize later during white house field trip ushered into conference room questioned know leave official presidential dog walkers girls manage unwittingly uncover every bit watergate scandal while performing duties no clue getting involved discover nixon another deadon performance dan hedaya actually favors nixon slightly unlike anthony hopkins been abusive presidential dog thanks conversations always recorded quit become disillusioned during prank phone call girls make bernstein events set into motion eventually lead presidents resignation starts off promisingly aged bernstein arguing each other obvious larry talk show featuring cameo french stewart revealing identity deep throat there we subjected bodily function humor every bad dick joke can derive type supposed comedy point girls having scream over high school band playing steps lincoln memorial band manages stop right dunst screams stop letting dick run your life much horror everyone standing within several other variations wordplay surface throughout if had been smarter would been less likely fault juvenile bathroom humor apparently made relatively younger people because every major player watergate scandal introduced shoved down audiences throat least subtle way possible dont recall oliver stones nixon having pander audience course wasnt comedy aimed squarely yearold going audience only redeeming thing remarkable supporting cast wanted see ferrell bernstein those two characters sole basis my rating wish had been given screen time unfortunately only relegated final halfhour constant bickering fighting over trying get story major highlight especially constant attempts gather information girls course narrative revealed deep throat named thanks ill planned trip porno theater betsys brother other members cast excellent portrayals particular characters given nothing work id see same cast portray these characters script suited towards comedic abilities two leads dunst williams can definitely do better come off could best described romy michele early years particular highly dubious distinction best stay through first half end credits though see interesting scene involving dunst williams suggestively sucking emblazoned title excellent idea marred poor execution dick could been great less juvenile humor smarter comedy displayed bernstein scenes could made wonderful satire nixon presidency seen through eyes two naive fifteen year olds stands though dick offers nothing filmmaker kevin smith accurately defines dick jokes me does make funny pg13,0,1,-4899.956308575925,-4907.108090292613,1
55,words thought id never write sequel urban legend lacks grace wit power original put gun my head pull trigger put me my misery better yet put horror genre misery youve finished watching urban legends final cut youll share my same grim point view thanks horrible acting terrible script ridiculous directing become too common today urban legends final cut smorgasbord stolen ideas mainly blair witch project scream fabulous people perfect teeth skin creepy school dog eating freshly removed kidney movies hapless victims urban legends delivers story bunch students working thesis films win coveted hitchcock award guarantees winner director deal hollywood female filmmaker jennifer morrison freaky dead girl stir echoes writes fiction script based serial killer kills victims according urban legend tales suddenly entire crew starts getting bumped off bodies always missing she often only witness killings killer wears fencing mask long black overcoat looking olympian avenge defeat sydney why scary never explained course golden rule sequels there must least recurring character sake urban legends minor recurring character original we never cared anyway security guard people other central problem character already seen urban legend killings once before shes utterly clueless whats going around call suspension disbelief also prime example how horror films now completely dead water last decent horror blair witch project seemed snuff than fiction stalking killer crazy motivation become tired clich everyone seems forgotten real horror seen unknown,0,0,-2756.72520542698,-2730.802165596608,0
56,godzilla ultimate culmination cares plot summer loose remake 1954 classic japanese monster godzilla king monsters itself pretty thin story department roland emmerich dean bigbudget disaster flick been written brain dead mind script isnt dumbed down godzilla lives dies special effects alone presumably primary target group teenage boys demographic most likely shell 7 repeatedly see same images carnage thats say females other age groups immune special effects seduction theyre readily susceptible third straight row where emmerich devlin demonstrated mastery computergenerated visuals far important making money than ability write direct actors stargate financial success independence day runaway hit godzilla already drowning hype merchandising tieins before even opens virtually guaranteed least 100 million nice numbers could been penned grade school kid godzilla isnt completely without merit although close theres certain visceral thrill inherent watching giant lizard rip way through manhattan wears off quickly frankly while special effects competent theyre stunning theres nothing new here jurassic park meets aliens little independence day thrown bad measure maybe will require george lucas new star wars take computergenerated visuals next level godzilla never really pushes envelope preferring remain within comfort zone imagination monster movies king kong been replaced crass formulaic approach disallows creativity how disturbing know godzilla been chosen close cannes festival worst godzilla isnt even exciting possible exception mildly enjoyable car chase near end there isnt sequence raises pulse even scenes dozens aircraft attacking monster devoid tension suspense independence day may been dumb full adrenaline moments capable getting audience involved action aspect production many others godzilla lacking actually part problem were never sure were supposed rooting green monster attitude paperthin humans trying stop him plot such can summed rather simply after sinking few ships leaving footprints tropical islands godzilla shows big apple does usual tourist things stops madison square garden visits chrysler building goes walk through central park takes subway process knocks over few buildings steps countless cabs never trouble traffic jams hand stop him elite u s army unit led slightly military man kevin dunn biologist named nick tatopoulos theory godzilla opinion big guy actually lizard grown enormous proportions result radiation given off french atomic bomb tests south pacific nicks words godzilla mutated aberration creature first kind luck would nicks old girlfriend audrey maria pitillo reporter based new york tv station along cameraman friend animal hank azaria she decides follow nick around trails godzilla then military rejected nicks theory why godzilla new york member french secret service jean reno recruits him special assignment instead stomping around tokyo time godzilla chosen new york city unfortunately manhattan been destroyed many times recent disaster movies independence day deep impact armageddon becoming boring whole tradition monsters roaming around city started king kong big ape only 30 feet tall could climb empire state building ten times height godzilla would likely knock over godzilla contains few lame attempts humor theres ongoing feud between animal wife plays sitcom material unfunny repetitive gag how no can pronounce nicks last name properly rather tame attack critics roger ebert gene siskel both popular personalities alter egos ebert mayor new york played michael lerner gene lorry goldman campaign manager eberts reelection slogan surprisingly thumbs new york stuff amusing first time used after while grows tiresome although characters dont serve any real purpose keep popping godzilla saddled unimpressive cast largely because emmerich doesnt want risk human performance lizard thats say matthew broderick jean reno arent capable good performances both done share solid acting past arent alist names then again considering quality writing even pacino deniro would been hard pressed shine maria pitillo dear god plays love interest hank azaria great expectations hand present supposed comic relief ultimately doesnt really matter any other critic matter say tristar assumed godzilla selfproclaimed summer event motion pictures pretty much may also those want see will see no matter write friends say go record assert godzilla most idiotic blockbuster movies time spitting into wind emmerich devlin master waving mesmerizing audiences smoke mirrors probably too much hope day moviegoers will wake realize theyve been had,0,0,-8055.360146090797,-7926.333151009801,0
57,recently night young director named baz luhrmann couldnt sleep bed moved over television where watched mtv hour then moved kitchen where spent same amount time eating spoiled food then took down volume shakespeares work read cover cover never really paying attention words plot then climax took video camera pressed button result william shakespeares romeo juliet worst ever made complete failure though fair interesting complete failure idea films core make shakespeare appealing crowds done moving camera around rapid rate we cant see going filming dialogue voice over shooting leonardo dicaprio calvin klein model making frame go still while flashing characters name bottom filming long tedious action sequences slow motion mean man 90s dude however ive seen terrible films fun watch examples batman robin island doctor moreau rule doesnt apply here takes itself seriously major fault another problem pointed my friend alex singing songs leonard bernstein throughout original play powerful piece work because author remained neutral didnt take sides here clear we supposed side romeo look way him begining hes our hero doesnt work dicaprios awful performance doesnt help luhrmann never decides if wants entertain us enlighten us result mess can feel him striving something isnt tries pull mix drag queens filmed purposefully arty angles tries very hard key word tries oh look hes filming above water action below pretty does represent why do people do ugly things scrambled away my tv set feeling guilty if could never read play again keep straight face,0,0,-2802.7708409176153,-2784.8196893862337,0
